run_id,activation,hidden_dim,params,epochs,lr,batch_size,train_loss,train_acc,val_loss,val_acc,time_sec
exp_tanh_h16,tanh,16,65,200,0.05,32,0.22421565651893616,0.925000011920929,0.1565588116645813,0.9833333492279053,2.3358597459996417
exp_relu_h16,relu,16,65,200,0.05,32,0.23668374121189117,0.9111111164093018,0.1736479550600052,0.9833333492279053,2.0956705869998586
exp_relu_h4,relu,4,17,200,0.05,32,0.33495691418647766,0.8472222089767456,0.2698824107646942,0.8500000238418579,2.076986783000393
exp_sigmoid_h16,sigmoid,16,65,200,0.05,32,0.33777540922164917,0.8444444537162781,0.2752455174922943,0.8416666388511658,2.5064476689999537
exp_tanh_h4,tanh,4,17,200,0.05,32,0.3373395800590515,0.8444444537162781,0.2766633629798889,0.8416666388511658,2.0725240880001365
exp_sigmoid_h4,sigmoid,4,17,200,0.05,32,0.34067800641059875,0.8444444537162781,0.27911055088043213,0.8500000238418579,2.6726416689998587
